clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,uri,alternative_matches
lubricating ointments,lubricating ointments,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
lump,lump,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
lungs,lungs,C0178784,MTH,C0178784,Organ,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0178784,"[{""ontology_id"": ""C0003918"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0036665"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0260312"", ""ontology"": ""CHV"", ""score"": 0.8}]"
lungs and airways,lungs and airways,C0035237,MTH,C0035237,Respiratory System,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0035237,"[{""ontology_id"": ""C0282686"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C3541375"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0035238"", ""ontology"": ""MTH"", ""score"": 0.8}]"
lymph node,lymph node,C0178784,MTH,C0178784,Organ,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0178784,"[{""ontology_id"": ""C0927230"", ""ontology"": ""FMA"", ""score"": 0.8}, {""ontology_id"": ""C4083049"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0029216"", ""ontology"": ""MTH"", ""score"": 0.8}]"
lymph nodes,lymph nodes,C0020962,MTH,C0020962,Immune system,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0020962,"[{""ontology_id"": ""C1305754"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0021053"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1817756"", ""ontology"": ""MSH"", ""score"": 0.8}]"
lymph nodes in abdomen,lymph nodes in abdomen,C0178784,MTH,C0178784,Organ,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0178784,"[{""ontology_id"": ""C0003918"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0036665"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0260312"", ""ontology"": ""CHV"", ""score"": 0.8}]"
lymph nodes in the neck,lymph nodes in the neck,C0178784,MTH,C0178784,Organ,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0178784,"[{""ontology_id"": ""C0003918"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0036665"", ""ontology"": ""MSH"", ""score"": 0.8}, {""ontology_id"": ""C0260312"", ""ontology"": ""CHV"", ""score"": 0.8}]"
lymphocytes,lymphocytes,C0007634,MTH,C0007634,Cells,1.0,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0007634,"[{""ontology_id"": ""C5975733"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C5976858"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C5976886"", ""ontology"": ""LNC"", ""score"": 0.8}]"
machine,machine,C1550509,MTH,C1550509,Participation Type - device,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1550509,"[{""ontology_id"": ""C0025080"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1547019"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0699733"", ""ontology"": ""MTH"", ""score"": 0.8}]"
macular degeneration,macular degeneration,C0012634,MTH,C0012634,Disease,1.0,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0012634,"[{""ontology_id"": ""C0020538"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0019829"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0030567"", ""ontology"": ""MTH"", ""score"": 0.8}]"
mainstream medical practice,mainstream medical practice,C0870721,PSY,C0870721,Interdisciplinary Treatment Approach,0.8,Pharmacologic Substance,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0870721,"[{""ontology_id"": ""C0871821"", ""ontology"": ""PSY"", ""score"": 0.8}, {""ontology_id"": ""C0679624"", ""ontology"": ""AOD"", ""score"": 0.6}, {""ontology_id"": ""C0683471"", ""ontology"": ""AOD"", ""score"": 0.6}]"
male sex hormone,male sex hormone,C4521914,MTH,C4521914,Hormone (disposition),0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4521914,"[{""ontology_id"": ""C5399720"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0019932"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0030520"", ""ontology"": ""MTH"", ""score"": 0.8}]"
male urethra,male urethra,C0042027,MTH,C0042027,Urinary tract,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0042027,"[{""ontology_id"": ""C0042029"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0178879"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0042021"", ""ontology"": ""MTH"", ""score"": 0.8}]"
man or his partner,man or his partner,C5669712,NCI,C5669712,Physical Mobility-Hospitalized Individuals,0.8,Patient or Healthcare Provider,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5669712,"[{""ontology_id"": ""C3261294"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C3261292"", ""ontology"": ""LNC"", ""score"": 0.8}, {""ontology_id"": ""C4715480"", ""ontology"": ""NOC"", ""score"": 0.8}]"
massages,massages,C4716386,NOC,C4716386,Treatment therapeutic effects,0.6,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4716386,"[{""ontology_id"": ""C3525442"", ""ontology"": ""CPT"", ""score"": 0.6}, {""ontology_id"": ""C4716566"", ""ontology"": ""NOC"", ""score"": 0.6}, {""ontology_id"": ""C4718050"", ""ontology"": ""NOC"", ""score"": 0.6}]"
material,material,C0439861,MTH,C0439861,Substance,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0439861,"[{""ontology_id"": ""C5887066"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C5887067"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0038585"", ""ontology"": ""MTH"", ""score"": 0.8}]"
maximum target heart rate,maximum target heart rate,C0560173,MTH,C0560173,Unit of biological and biochemical measurement,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0560173,"[{""ontology_id"": ""C0814047"", ""ontology"": ""AOD"", ""score"": 0.6}, {""ontology_id"": ""C1261033"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0560261"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
meat eaters,meat eaters,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
medical profession,medical profession,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
medications,medications,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
medications that slow the heart's electrical impulses,medications that slow the heart's electrical impulses,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
meditation,meditation,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
melancholy,melancholy,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
melanomas,melanomas,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
memantine,memantine,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
men,men,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
meningitis,meningitis,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
menstrual cycle,menstrual cycle,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mental confusion,mental confusion,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mental retardation,mental retardation,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
methadone,methadone,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
methylphenidate,methylphenidate,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mild allergic reactions,mild allergic reactions,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mild case of,mild case of,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mild fever,mild fever,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mild hearing loss,mild hearing loss,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mild soap,mild soap,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mind-body therapies,mind-body therapies,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
minor illness,minor illness,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
minoxidil,minoxidil,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
moderate to severe Alzheimer's disease,moderate to severe Alzheimer's disease,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
monoclonal antibodies,monoclonal antibodies,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
most people,most people,C5958835,NCI,C5958835,OMOP Concept Identifier,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5958835,"[{""ontology_id"": ""C3879350"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C1275069"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C0261513"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
mother,mother,C5985031,NCI,C5985031,Female-Specific Cancer Risk Can Be Passed from Either Parent Question,0.6,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5985031,"[{""ontology_id"": ""C2906033"", ""ontology"": ""ICD10CM"", ""score"": 0.6}, {""ontology_id"": ""C0878810"", ""ontology"": ""MTHICD9"", ""score"": 0.6}]"
multiple sclerosis,multiple sclerosis,C0456043,SNOMEDCT_US,C0456043,Perinatal neurological disorder,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0456043,"[{""ontology_id"": ""C0204752"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C1319813"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C0851567"", ""ontology"": ""MDR"", ""score"": 0.8}]"
muscle aches,muscle aches,C0030193,MTH,C0030193,Pain,0.8,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0030193,"[{""ontology_id"": ""C3839223"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C5979561"", ""ontology"": ""LNC"", ""score"": 0.6}, {""ontology_id"": ""C1273397"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
muscle and bone mass,muscle and bone mass,C0543963,SNM,C0543963,Psychosexual identity disorder with normal physical characteristics,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0543963,"[{""ontology_id"": ""C5419006"", ""ontology"": ""NCI"", ""score"": 0.6}, {""ontology_id"": ""C0456565"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C3880685"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
muscle groups,muscle groups,C0700276,MTH,C0700276,Anatomical structure,1.0,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0700276,"[{""ontology_id"": ""C3864436"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1285097"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C1947953"", ""ontology"": ""MTH"", ""score"": 0.8}]"
muscle spasms,muscle spasms,UNKNOWN:MUSCLE S,UNKNOWN,,muscle spasms,0.0,Sign or Symptom,fallback,,[]
muscle weakness,muscle weakness,C0543963,SNM,C0543963,Psychosexual identity disorder with normal physical characteristics,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0543963,"[{""ontology_id"": ""C5419006"", ""ontology"": ""NCI"", ""score"": 0.6}, {""ontology_id"": ""C0456565"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C3880685"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
muscle weakness in the arms and legs,muscle weakness in the arms and legs,C1285370,SNOMEDCT_US,C1285370,Neonatal neuromuscular disorder,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1285370,"[{""ontology_id"": ""C0596371"", ""ontology"": ""CSP"", ""score"": 0.8}, {""ontology_id"": ""C0597051"", ""ontology"": ""CSP"", ""score"": 0.8}, {""ontology_id"": ""C0597052"", ""ontology"": ""CSP"", ""score"": 0.8}]"
"muscle, bone, or joint problems","muscle, bone, or joint problems","UNKNOWN:MUSCLE, ",UNKNOWN,,"muscle, bone, or joint problems",0.0,Sign or Symptom,fallback,,[]
muscular dystrophy,muscular dystrophy,C4510149,SNOMEDCT_US,C4510149,Genetic susceptibility to genetic disorder,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C4510149,"[{""ontology_id"": ""C0596612"", ""ontology"": ""CSP"", ""score"": 0.8}, {""ontology_id"": ""C0744353"", ""ontology"": ""CCPSS"", ""score"": 0.8}, {""ontology_id"": ""C1274218"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
mutations,mutations,C5555056,NCI,C5555056,BCOR Genetic Alteration,0.8,Medical Concept,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5555056,"[{""ontology_id"": ""C5555057"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C5708183"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C5984955"", ""ontology"": ""NCI"", ""score"": 0.8}]"
myasthenia gravis,myasthenia gravis,C0004364,MTH,C0004364,Autoimmune Diseases,0.8,Disease or Syndrome,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C0004364,"[{""ontology_id"": ""C2895206"", ""ontology"": ""NCI"", ""score"": 0.8}, {""ontology_id"": ""C0577642"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}, {""ontology_id"": ""C4023358"", ""ontology"": ""HPO"", ""score"": 0.8}]"
naproxen,naproxen,C3244316,MTH,C3244316,medication - HL7 publishing domain,0.8,Pharmacologic Substance,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C3244316,"[{""ontology_id"": ""C4284232"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0025115"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C5939153"", ""ontology"": ""LNC"", ""score"": 0.8}]"
nasal secretions sample,nasal secretions sample,C5890753,MTH,C5890753,Proof of medical test certificate,0.8,Therapeutic or Preventive Procedure,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C5890753,"[{""ontology_id"": ""C5890754"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0200296"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}, {""ontology_id"": ""C3874051"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.6}]"
natural protective vaginal reflex,natural protective vaginal reflex,UNKNOWN:NATURAL ,UNKNOWN,,natural protective vaginal reflex,0.0,Medical Concept,fallback,,[]
nausea,nausea,C1457887,MTH,C1457887,Symptoms,0.8,Sign or Symptom,umls_api,https://www.nlm.nih.gov/research/umls/knowledge_sources/metathesaurus/C1457887,"[{""ontology_id"": ""C2039334"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0312422"", ""ontology"": ""MTH"", ""score"": 0.8}, {""ontology_id"": ""C0426576"", ""ontology"": ""SNOMEDCT_US"", ""score"": 0.8}]"
