:ID,name,labels,ontology_id,ontology_name,semantic_type,induced_concept,original_node,uri
[Event: smoking a cigarette],[Event: smoking a cigarette],Event,,,,,[Event: smoking a cigarette],
[Event: urge to light up],[Event: urge to light up],Event,,,,,[Event: urge to light up],
[Event: minimum recommended amount of exercise],[Event: minimum recommended amount of exercise],Event,,,,,[Event: minimum recommended amount of exercise],
[Event: 10- or 15-minute sessions scattered throughout the day],[Event: 10- or 15-minute sessions scattered throughout the day],Event,,,,,[Event: 10- or 15-minute sessions scattered throughout the day],
[Event: where you put your keys],[Event: where you put your keys],Event,,,,,[Event: where you put your keys],
[Event: memory exercises],[Event: memory exercises],Event,,,,,[Event: memory exercises],
[Event: new use for an object],[Event: new use for an object],Event,,,,,[Event: new use for an object],
[Event: forgetting where you put your keys],[Event: forgetting where you put your keys],Event,,,,,[Event: forgetting where you put your keys],
[Event: having a memory problem],[Event: having a memory problem],Event,,,,,[Event: having a memory problem],
[Event: practicing memory exercises],[Event: practicing memory exercises],Event,,,,,[Event: practicing memory exercises],
[Event: keeping your memory sharp as you age],[Event: keeping your memory sharp as you age],Event,,,,,[Event: keeping your memory sharp as you age],
[Event: conventional surgery],[Event: conventional surgery],Event,,,,,[Event: conventional surgery],
[Event: surgery],[Event: surgery],Event,,,,,[Event: surgery],
[Event: cancer spreads to other parts of the body],[Event: cancer spreads to other parts of the body],Event,,,,,[Event: cancer spreads to other parts of the body],
[Event: treatment is less likely to be successful],[Event: treatment is less likely to be successful],Event,,,,,[Event: treatment is less likely to be successful],
[Event: removal of a cancerous tumor and surrounding tissue],[Event: removal of a cancerous tumor and surrounding tissue],Event,,,,,[Event: removal of a cancerous tumor and surrounding tissue],
[Event: exercise program],[Event: exercise program],Event,,,,,[Event: exercise program],
[Event: strength-conditioning exercises],[Event: strength-conditioning exercises],Event,,,,,[Event: strength-conditioning exercises],
[Event: injury],[Event: injury],Event,,,,,[Event: injury],
[Event: treatment],[Event: treatment],Event,,,,,[Event: treatment],
[Event: hormones for stress],[Event: hormones for stress],Event,,,,,[Event: hormones for stress],
[Event: prolonged stress],[Event: prolonged stress],Event,,,,,[Event: prolonged stress],
[Event: try all methods to reduce stress],[Event: try all methods to reduce stress],Event,,,,,[Event: try all methods to reduce stress],
[Event: immune system],[Event: immune system],Event,,,,,[Event: immune system],
[Event: infection],[Event: infection],Event,,,,,[Event: infection],
[Event: weakened immune system],[Event: weakened immune system],Event,,,,,[Event: weakened immune system],
[Event: lung cancer],[Event: lung cancer],Event,,,,,[Event: lung cancer],
[Event: other cancers],[Event: other cancers],Event,,,,,[Event: other cancers],
[Event: heart attack and stroke],[Event: heart attack and stroke],Event,,,,,[Event: heart attack and stroke],
[Event: death in the US],[Event: death in the US],Event,,,,,[Event: death in the US],
[Event: symptoms],[Event: symptoms],Event,,,,,[Event: symptoms],
[Event: weight forward],[Event: weight forward],Event,,,,,[Event: weight forward],
[Event: body from knees up],[Event: body from knees up],Event,,,,,[Event: body from knees up],
[Event: arms almost straight],[Event: arms almost straight],Event,,,,,[Event: arms almost straight],
[Event: lower body from knees up],[Event: lower body from knees up],Event,,,,,[Event: lower body from knees up],
[Event: push arms almost straight],[Event: push arms almost straight],Event,,,,,[Event: push arms almost straight],
[Event: small amounts of water-soluble vitamins],[Event: small amounts of water-soluble vitamins],Event,,,,,[Event: small amounts of water-soluble vitamins],
[Event: normal cell processes],[Event: normal cell processes],Event,,,,,[Event: normal cell processes],
[Event: damage to cells],[Event: damage to cells],Event,,,,,[Event: damage to cells],
[Event: by antioxidants],[Event: by antioxidants],Event,,,,,[Event: by antioxidants],
[Event: clinical trial],[Event: clinical trial],Event,,,,,[Event: clinical trial],
[Event: following dietary guidelines],[Event: following dietary guidelines],Event,,,,,[Event: following dietary guidelines],
[Event: blood cholesterol],[Event: blood cholesterol],Event,,,,,[Event: blood cholesterol],
[Event: cholesterol-con],[Event: cholesterol-con],Event,,,,,[Event: cholesterol-con],
[Event: need for water],[Event: need for water],Event,,,,,[Event: need for water],
[Event: body's supply of fluid],[Event: body's supply of fluid],Event,,,,,[Event: body's supply of fluid],
[Event: dehydration],[Event: dehydration],Event,,,,,[Event: dehydration],
[Event: risk of dehydration],[Event: risk of dehydration],Event,,,,,[Event: risk of dehydration],
"[Event: hot, humid weather]","[Event: hot, humid weather]",Event,,,,,"[Event: hot, humid weather]",
[Event: being malnourished],[Event: being malnourished],Event,,,,,[Event: being malnourished],
[Event: see page 610],[Event: see page 610],Event,,,,,[Event: see page 610],
[Event: not knowledgeable about appropriate food choices],[Event: not knowledgeable about appropriate food choices],Event,,,,,[Event: not knowledgeable about appropriate food choices],
[Event: exercise],[Event: exercise],Event,,,,,[Event: exercise],
[Event: count your heartbeats for 6 seconds],[Event: count your heartbeats for 6 seconds],Event,,,,,[Event: count your heartbeats for 6 seconds],
[Event: find the number of heart beats in a minute],[Event: find the number of heart beats in a minute],Event,,,,,[Event: find the number of heart beats in a minute],
[Event: exercise session],[Event: exercise session],Event,,,,,[Event: exercise session],
[Event: disorders at younger and younger ages],[Event: disorders at younger and younger ages],Event,,,,,[Event: disorders at younger and younger ages],
[Event: a preset weight range],[Event: a preset weight range],Event,,,,,[Event: a preset weight range],
[Event: their weight down near the lower end of their inherited weight range],[Event: their weight down near the lower end of their inherited weight range],Event,,,,,[Event: their weight down near the lower end of their inherited weight range],
[Event: developing disorders at younger and younger ages],[Event: developing disorders at younger and younger ages],Event,,,,,[Event: developing disorders at younger and younger ages],
[Event: being overweight increases your risk of developing a number of common chronic illnesses],[Event: being overweight increases your risk of developing a number of common chronic illnesses],Event,,,,,[Event: being overweight increases your risk of developing a number of common chronic illnesses],
[Event: inheriting a preset weight range],[Event: inheriting a preset weight range],Event,,,,,[Event: inheriting a preset weight range],
[Event: it would be difficult to stay below it permanent],[Event: it would be difficult to stay below it permanent],Event,,,,,[Event: it would be difficult to stay below it permanent],
[Event: protective gear],[Event: protective gear],Event,,,,,[Event: protective gear],
[Event: stop correctly],[Event: stop correctly],Event,,,,,[Event: stop correctly],
[Event: stop properly],[Event: stop properly],Event,,,,,[Event: stop properly],
[Event: safety guidelines],[Event: safety guidelines],Event,,,,,[Event: safety guidelines],
[Event: riding a skateboard],[Event: riding a skateboard],Event,,,,,[Event: riding a skateboard],
[Event: falls],[Event: falls],Event,,,,,[Event: falls],
[Event: injuries],[Event: injuries],Event,,,,,[Event: injuries],
[Event: collisions with objects or vehicles],[Event: collisions with objects or vehicles],Event,,,,,[Event: collisions with objects or vehicles],
[Event: online chat],[Event: online chat],Event,,,,,[Event: online chat],
[Event: child's internet activity],[Event: child's internet activity],Event,,,,,[Event: child's internet activity],
[Event: permanently disabled],[Event: permanently disabled],Event,,,,,[Event: permanently disabled],
[Event: gun-related injuries],[Event: gun-related injuries],Event,,,,,[Event: gun-related injuries],
[Event: wounded by a gun],[Event: wounded by a gun],Event,,,,,[Event: wounded by a gun],
[Event: unintentional injury],[Event: unintentional injury],Event,,,,,[Event: unintentional injury],
[Event: death],[Event: death],Event,,,,,[Event: death],
[Event: homicide],[Event: homicide],Event,,,,,[Event: homicide],
[Event: suicide],[Event: suicide],Event,,,,,[Event: suicide],
[Event: fireworks displays],[Event: fireworks displays],Event,,,,,[Event: fireworks displays],
[Event: fireworks and children],[Event: fireworks and children],Event,,,,,[Event: fireworks and children],
[Event: child around water],[Event: child around water],Event,,,,,[Event: child around water],
[Event: playing near a body of water],[Event: playing near a body of water],Event,,,,,[Event: playing near a body of water],
[Event: child wears life jacket],[Event: child wears life jacket],Event,,,,,[Event: child wears life jacket],
[Event: leaving young children alone in the tub],[Event: leaving young children alone in the tub],Event,,,,,[Event: leaving young children alone in the tub],
[Event: drowning],[Event: drowning],Event,,,,,[Event: drowning],
[Event: not wearing a US Coast Guard-approved life preserver or life jacket],[Event: not wearing a US Coast Guard-approved life preserver or life jacket],Event,,,,,[Event: not wearing a US Coast Guard-approved life preserver or life jacket],
[Event: water accidents],[Event: water accidents],Event,,,,,[Event: water accidents],
[Event: alternative therapy],[Event: alternative therapy],Event,,,,,[Event: alternative therapy],
[Event: conventional therapy],[Event: conventional therapy],Event,,,,,[Event: conventional therapy],
[Event: using an alternative therapy as a substitute for conventional therapy without receiving an accurate diagnosis from a doctor],[Event: using an alternative therapy as a substitute for conventional therapy without receiving an accurate diagnosis from a doctor],Event,,,,,[Event: using an alternative therapy as a substitute for conventional therapy without receiving an accurate diagnosis from a doctor],
[Event: combining some treatments],[Event: combining some treatments],Event,,,,,[Event: combining some treatments],
[Event: harmful to your health],[Event: harmful to your health],Event,,,,,[Event: harmful to your health],
[Event: health benefits],[Event: health benefits],Event,,,,,[Event: health benefits],
[Event: used blood to the heart],[Event: used blood to the heart],Event,,,,,[Event: used blood to the heart],
"[Event: aorta, a large blood vessel]","[Event: aorta, a large blood vessel]",Event,,,,,"[Event: aorta, a large blood vessel]",
"[Event: a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin]","[Event: a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin]",Event,,,,,"[Event: a thin, flexible tube (catheter) inserted through a small incision into the femoral artery in the groin]",
[Event: the arteries],[Event: the arteries],Event,,,,,[Event: the arteries],
[Event: an angiogram is performed],[Event: an angiogram is performed],Event,,,,,[Event: an angiogram is performed],
[Event: doctors diagnose blood vessel disorders],[Event: doctors diagnose blood vessel disorders],Event,,,,,[Event: doctors diagnose blood vessel disorders],
[Event: a contrast medium is injected through a catheter],[Event: a contrast medium is injected through a catheter],Event,,,,,[Event: a contrast medium is injected through a catheter],
[Event: X-ray pictures are taken of the arteries],[Event: X-ray pictures are taken of the arteries],Event,,,,,[Event: X-ray pictures are taken of the arteries],
[Event: internal organs],[Event: internal organs],Event,,,,,[Event: internal organs],
[Event: MRI scan],[Event: MRI scan],Event,,,,,[Event: MRI scan],
[Event: examination of internal organs],[Event: examination of internal organs],Event,,,,,[Event: examination of internal organs],
[Event: scan],[Event: scan],Event,,,,,[Event: scan],
[Event: eye inflammation],[Event: eye inflammation],Event,,,,,[Event: eye inflammation],
[Event: entropion],[Event: entropion],Event,,,,,[Event: entropion],
[Event: extreme discomfort and eye inflammation],[Event: extreme discomfort and eye inflammation],Event,,,,,[Event: extreme discomfort and eye inflammation],
[Event: managing medications],[Event: managing medications],Event,,,,,[Event: managing medications],
[Event: medication management],[Event: medication management],Event,,,,,[Event: medication management],
[Event: breast lumps],[Event: breast lumps],Event,,,,,[Event: breast lumps],
[Event: breasts],[Event: breasts],Event,,,,,[Event: breasts],
[Event: digital rectal examination],[Event: digital rectal examination],Event,,,,,[Event: digital rectal examination],
[Event: stool sample collection],[Event: stool sample collection],Event,,,,,[Event: stool sample collection],
[Event: blood test],[Event: blood test],Event,,,,,[Event: blood test],
[Event: diagnosis],[Event: diagnosis],Event,,,,,[Event: diagnosis],
[Event: cholesterol test],[Event: cholesterol test],Event,,,,,[Event: cholesterol test],
[Event: risk of heart disease assessment],[Event: risk of heart disease assessment],Event,,,,,[Event: risk of heart disease assessment],
[Event: fasting for 12 hours],[Event: fasting for 12 hours],Event,,,,,[Event: fasting for 12 hours],
[Event: reliable cholesterol measurement],[Event: reliable cholesterol measurement],Event,,,,,[Event: reliable cholesterol measurement],
[Event: family history of heart disease],[Event: family history of heart disease],Event,,,,,[Event: family history of heart disease],
[Event: CA-125 test],[Event: CA-125 test],Event,,,,,[Event: CA-125 test],
[Event: effectiveness of treatment],[Event: effectiveness of treatment],Event,,,,,[Event: effectiveness of treatment],
[Event: inflammation in the abdomen],[Event: inflammation in the abdomen],Event,,,,,[Event: inflammation in the abdomen],
[Event: elevated CA-125 levels],[Event: elevated CA-125 levels],Event,,,,,[Event: elevated CA-125 levels],
[Event: pelvic infections],[Event: pelvic infections],Event,,,,,[Event: pelvic infections],
[Event: uterine fibroids],[Event: uterine fibroids],Event,,,,,[Event: uterine fibroids],
[Event: ovarian cysts],[Event: ovarian cysts],Event,,,,,[Event: ovarian cysts],
[Event: endometriosis],[Event: endometriosis],Event,,,,,[Event: endometriosis],
[Event: hepatitis],[Event: hepatitis],Event,,,,,[Event: hepatitis],
[Event: choking],[Event: choking],Event,,,,,[Event: choking],
[Event: Heimlich maneuver],[Event: Heimlich maneuver],Event,,,,,[Event: Heimlich maneuver],
[Event: the person's heart rhythm],[Event: the person's heart rhythm],Event,,,,,[Event: the person's heart rhythm],
[Event: if the person needs it],[Event: if the person needs it],Event,,,,,[Event: if the person needs it],
[Event: the AED first checks the person's heart rhythm],[Event: the AED first checks the person's heart rhythm],Event,,,,,[Event: the AED first checks the person's heart rhythm],
[Event: determine if a shock is needed],[Event: determine if a shock is needed],Event,,,,,[Event: determine if a shock is needed],
[Event: the AED will not administer a shock unless the person needs it],[Event: the AED will not administer a shock unless the person needs it],Event,,,,,[Event: the AED will not administer a shock unless the person needs it],
[Event: the person receives a shock],[Event: the person receives a shock],Event,,,,,[Event: the person receives a shock],
[Event: bleeding],[Event: bleeding],Event,,,,,[Event: bleeding],
[Event: pressure application],[Event: pressure application],Event,,,,,[Event: pressure application],
[Event: over-the-counter pain reliever],[Event: over-the-counter pain reliever],Event,,,,,[Event: over-the-counter pain reliever],
[Event: with a clean blanket],[Event: with a clean blanket],Event,,,,,[Event: with a clean blanket],
[Event: frequent sips of cool water],[Event: frequent sips of cool water],Event,,,,,[Event: frequent sips of cool water],
[Event: don't put anything cold on it],[Event: don't put anything cold on it],Event,,,,,[Event: don't put anything cold on it],
[Event: lower the person's body temperature to a dangerous level],[Event: lower the person's body temperature to a dangerous level],Event,,,,,[Event: lower the person's body temperature to a dangerous level],
[Event: give him or her frequent sips of cool water],[Event: give him or her frequent sips of cool water],Event,,,,,[Event: give him or her frequent sips of cool water],
[Event: fluid loss],[Event: fluid loss],Event,,,,,[Event: fluid loss],
[Event: direct exposure to the sun],[Event: direct exposure to the sun],Event,,,,,[Event: direct exposure to the sun],
[Event: heatstroke],[Event: heatstroke],Event,,,,,[Event: heatstroke],
[Event: prolonged exposure to very hot conditions],[Event: prolonged exposure to very hot conditions],Event,,,,,[Event: prolonged exposure to very hot conditions],
[Event: ingestion of poisonous substance],[Event: ingestion of poisonous substance],Event,,,,,[Event: ingestion of poisonous substance],
[Event: child ingesting poisonous substance],[Event: child ingesting poisonous substance],Event,,,,,[Event: child ingesting poisonous substance],
[Event: triangular-shaped head],[Event: triangular-shaped head],Event,,,,,[Event: triangular-shaped head],
[Event: rounded head],[Event: rounded head],Event,,,,,[Event: rounded head],
[Event: all over the United States],[Event: all over the United States],Event,,,,,[Event: all over the United States],
[Event: Southeast and South Central United States],[Event: Southeast and South Central United States],Event,,,,,[Event: Southeast and South Central United States],
[Event: Southeast],[Event: Southeast],Event,,,,,[Event: Southeast],
[Event: see your doctor],[Event: see your doctor],Event,,,,,[Event: see your doctor],
[Event: bruises occur when an injury breaks small blood vessels under the skin],[Event: bruises occur when an injury breaks small blood vessels under the skin],Event,,,,,[Event: bruises occur when an injury breaks small blood vessels under the skin],
[Event: discoloration and swelling in the skin are caused by blood seeping into the tissues],[Event: discoloration and swelling in the skin are caused by blood seeping into the tissues],Event,,,,,[Event: discoloration and swelling in the skin are caused by blood seeping into the tissues],
"[Event: bruise does not fade or disappear completely or if it becomes painful and swollen, or if bruises continue to appear for no reason]","[Event: bruise does not fade or disappear completely or if it becomes painful and swollen, or if bruises continue to appear for no reason]",Event,,,,,"[Event: bruise does not fade or disappear completely or if it becomes painful and swollen, or if bruises continue to appear for no reason]",
[Event: rolling the tooth around in mouth],[Event: rolling the tooth around in mouth],Event,,,,,[Event: rolling the tooth around in mouth],
[Event: rinsing the tooth in cool water],[Event: rinsing the tooth in cool water],Event,,,,,[Event: rinsing the tooth in cool water],
[Event: placing the tooth back in socket],[Event: placing the tooth back in socket],Event,,,,,[Event: placing the tooth back in socket],
[Event: getting to a dentist],[Event: getting to a dentist],Event,,,,,[Event: getting to a dentist],
[Event: tooth falling out],[Event: tooth falling out],Event,,,,,[Event: tooth falling out],
[Event: tooth being dirty],[Event: tooth being dirty],Event,,,,,[Event: tooth being dirty],
[Event: childbirth],[Event: childbirth],Event,,,,,[Event: childbirth],
[Event: instructions over the phone],[Event: instructions over the phone],Event,,,,,[Event: instructions over the phone],
[Event: hospital emergency department],[Event: hospital emergency department],Event,,,,,[Event: hospital emergency department],
[Event: labor proceeds too fast],[Event: labor proceeds too fast],Event,,,,,[Event: labor proceeds too fast],
[Event: birth will usually occur very soon],[Event: birth will usually occur very soon],Event,,,,,[Event: birth will usually occur very soon],
[Event: woman's contractions are about 2 minutes apart],[Event: woman's contractions are about 2 minutes apart],Event,,,,,[Event: woman's contractions are about 2 minutes apart],
[Event: giving medications],[Event: giving medications],Event,,,,,[Event: giving medications],
[Event: sponge bath],[Event: sponge bath],Event,,,,,[Event: sponge bath],
[Event: bed bath],[Event: bed bath],Event,,,,,[Event: bed bath],
[Event: getting out of bed],[Event: getting out of bed],Event,,,,,[Event: getting out of bed],
[Event: stand up],[Event: stand up],Event,,,,,[Event: stand up],
[Event: a few steps],[Event: a few steps],Event,,,,,[Event: a few steps],
[Event: fall],[Event: fall],Event,,,,,[Event: fall],
[Event: trying to stand up],[Event: trying to stand up],Event,,,,,[Event: trying to stand up],
[Event: rest on the edge of the bed],[Event: rest on the edge of the bed],Event,,,,,[Event: rest on the edge of the bed],
[Event: person being cared for],[Event: person being cared for],Event,,,,,[Event: person being cared for],
[Event: get time on your own at home],[Event: get time on your own at home],Event,,,,,[Event: get time on your own at home],
[Event: situation becomes unmanageable],[Event: situation becomes unmanageable],Event,,,,,[Event: situation becomes unmanageable],
[Event: asking for help],[Event: asking for help],Event,,,,,[Event: asking for help],
[Event: led to a possible diagnosis],[Event: led to a possible diagnosis],Event,,,,,[Event: led to a possible diagnosis],
[Event: see a doctor or go immediately to a hospital emergency department],[Event: see a doctor or go immediately to a hospital emergency department],Event,,,,,[Event: see a doctor or go immediately to a hospital emergency department],
[Event: doctor],[Event: doctor],Event,,,,,[Event: doctor],
[Event: too much stress],[Event: too much stress],Event,,,,,[Event: too much stress],
[Event: difficulty sleeping],[Event: difficulty sleeping],Event,,,,,[Event: difficulty sleeping],
[Event: waking up during night],[Event: waking up during night],Event,,,,,[Event: waking up during night],
[Event: feeling worthless],[Event: feeling worthless],Event,,,,,[Event: feeling worthless],
[Event: faintness],[Event: faintness],Event,,,,,[Event: faintness],
[Event: standing up suddenly],[Event: standing up suddenly],Event,,,,,[Event: standing up suddenly],
[Event: temporary drop in blood pressure],[Event: temporary drop in blood pressure],Event,,,,,[Event: temporary drop in blood pressure],
[Event: cervical osteoarthritis],[Event: cervical osteoarthritis],Event,,,,,[Event: cervical osteoarthritis],
[Event: numbness or tingling],[Event: numbness or tingling],Event,,,,,[Event: numbness or tingling],
[Event: sitting in one position for a long time],[Event: sitting in one position for a long time],Event,,,,,[Event: sitting in one position for a long time],
[Event: waking from a deep sleep],[Event: waking from a deep sleep],Event,,,,,[Event: waking from a deep sleep],
[Event: depression],[Event: depression],Event,,,,,[Event: depression],
[Event: infectious disease],[Event: infectious disease],Event,,,,,[Event: infectious disease],
[Event: having a baby],[Event: having a baby],Event,,,,,[Event: having a baby],
[Event: significant personal loss],[Event: significant personal loss],Event,,,,,[Event: significant personal loss],
"[Event: chart FACIAL SKIN PROBLEMS, p. 250]","[Event: chart FACIAL SKIN PROBLEMS, p. 250]",Event,,,,,"[Event: chart FACIAL SKIN PROBLEMS, p. 250]",
"[Event: chart RASH WITH FEVER, p. 254]","[Event: chart RASH WITH FEVER, p. 254]",Event,,,,,"[Event: chart RASH WITH FEVER, p. 254]",
"[Event: chart FOOT PROBLEMS, p. 320]","[Event: chart FOOT PROBLEMS, p. 320]",Event,,,,,"[Event: chart FOOT PROBLEMS, p. 320]",
"[Event: chart RAISED SPOTS AND LUMPS, p. 255]","[Event: chart RAISED SPOTS AND LUMPS, p. 255]",Event,,,,,"[Event: chart RAISED SPOTS AND LUMPS, p. 255]",
[Event: infected hair follicle],[Event: infected hair follicle],Event,,,,,[Event: infected hair follicle],
[Event: skin cancer],[Event: skin cancer],Event,,,,,[Event: skin cancer],
[Event: change in a mole],[Event: change in a mole],Event,,,,,[Event: change in a mole],
[Event: boils and ingrown hairs],[Event: boils and ingrown hairs],Event,,,,,[Event: boils and ingrown hairs],
[Event: malignant melanoma],[Event: malignant melanoma],Event,,,,,[Event: malignant melanoma],
[Event: airplane flight],[Event: airplane flight],Event,,,,,[Event: airplane flight],
[Event: patient's symptoms],[Event: patient's symptoms],Event,,,,,[Event: patient's symptoms],
[Event: ear tickling sensation],[Event: ear tickling sensation],Event,,,,,[Event: ear tickling sensation],
[Event: middle ear damage],[Event: middle ear damage],Event,,,,,[Event: middle ear damage],
[Event: taking medications],[Event: taking medications],Event,,,,,[Event: taking medications],
[Event: Noises in the ear],[Event: Noises in the ear],Event,,,,,[Event: Noises in the ear],
[Event: inhaled a small object or piece of food],[Event: inhaled a small object or piece of food],Event,,,,,[Event: inhaled a small object or piece of food],
[Event: if coughing fails to clear your lungs or continues for more than an hour],[Event: if coughing fails to clear your lungs or continues for more than an hour],Event,,,,,[Event: if coughing fails to clear your lungs or continues for more than an hour],
[Event: coughing fails to clear your lungs or continues for more than an hour],[Event: coughing fails to clear your lungs or continues for more than an hour],Event,,,,,[Event: coughing fails to clear your lungs or continues for more than an hour],
[Event: see your dentist],[Event: see your dentist],Event,,,,,[Event: see your dentist],
[Event: you may have a cavity],[Event: you may have a cavity],Event,,,,,[Event: you may have a cavity],
[Event: you may have gingivitis],[Event: you may have gingivitis],Event,,,,,[Event: you may have gingivitis],
[Event: PERITONITIS or INTESTINAL OBSTRUCTION],[Event: PERITONITIS or INTESTINAL OBSTRUCTION],Event,,,,,[Event: PERITONITIS or INTESTINAL OBSTRUCTION],
"[Event: vomiting blood, black or dark brown matter]","[Event: vomiting blood, black or dark brown matter]",Event,,,,,"[Event: vomiting blood, black or dark brown matter]",
[Event: severe abdominal pain],[Event: severe abdominal pain],Event,,,,,[Event: severe abdominal pain],
[Event: EMERGENCY Get medical help now!],[Event: EMERGENCY Get medical help now!],Event,,,,,[Event: EMERGENCY Get medical help now!],
[Event: laxatives regularly for a long time],[Event: laxatives regularly for a long time],Event,,,,,[Event: laxatives regularly for a long time],
[Event: stop taking the laxatives and add high-fiber foods],[Event: stop taking the laxatives and add high-fiber foods],Event,,,,,[Event: stop taking the laxatives and add high-fiber foods],
[Event: putting off going to the bathroom],[Event: putting off going to the bathroom],Event,,,,,[Event: putting off going to the bathroom],
[Event: loss of normal muscle reflexes in the intestine and rectum],[Event: loss of normal muscle reflexes in the intestine and rectum],Event,,,,,[Event: loss of normal muscle reflexes in the intestine and rectum],
[Event: overuse of laxatives],[Event: overuse of laxatives],Event,,,,,[Event: overuse of laxatives],
[Event: intestines underactive],[Event: intestines underactive],Event,,,,,[Event: intestines underactive],
[Event: heat exhaustion],[Event: heat exhaustion],Event,,,,,[Event: heat exhaustion],
[Event: EMERGENCY],[Event: EMERGENCY],Event,,,,,[Event: EMERGENCY],
[Event: broken your leg or dislocated your knee],[Event: broken your leg or dislocated your knee],Event,,,,,[Event: broken your leg or dislocated your knee],
[Event: see a doctor immediately],[Event: see a doctor immediately],Event,,,,,[Event: see a doctor immediately],
[Event: you may have RHEUMATOID ARTHRITIS but you could also have a joint infection],[Event: you may have RHEUMATOID ARTHRITIS but you could also have a joint infection],Event,,,,,[Event: you may have RHEUMATOID ARTHRITIS but you could also have a joint infection],
[Event: see SEPTIC ARTHRIT],[Event: see SEPTIC ARTHRIT],Event,,,,,[Event: see SEPTIC ARTHRIT],
[Event: painful swelling in one or both testicles],[Event: painful swelling in one or both testicles],Event,,,,,[Event: painful swelling in one or both testicles],
[Event: within the past 48 hours],[Event: within the past 48 hours],Event,,,,,[Event: within the past 48 hours],
[Event: tissue damage],[Event: tissue damage],Event,,,,,[Event: tissue damage],
[Event: injury to the testicles],[Event: injury to the testicles],Event,,,,,[Event: injury to the testicles],
[Event: twisted spermatic cord],[Event: twisted spermatic cord],Event,,,,,[Event: twisted spermatic cord],
[Event: painful or swollen testicles],[Event: painful or swollen testicles],Event,,,,,[Event: painful or swollen testicles],
[Event: to check illness],[Event: to check illness],Event,,,,,[Event: to check illness],
[Event: feeding baby],[Event: feeding baby],Event,,,,,[Event: feeding baby],
[Event: after feeding],[Event: after feeding],Event,,,,,[Event: after feeding],
[Event: illness],[Event: illness],Event,,,,,[Event: illness],
[Event: waking at night],[Event: waking at night],Event,,,,,[Event: waking at night],
[Event: fever],[Event: fever],Event,,,,,[Event: fever],
[Event: baby goes back to sleep],[Event: baby goes back to sleep],Event,,,,,[Event: baby goes back to sleep],
[Event: see chart FEVER IN YOUNG CHILDREN],[Event: see chart FEVER IN YOUNG CHILDREN],Event,,,,,[Event: see chart FEVER IN YOUNG CHILDREN],
[Event: YOUR CHILD'S TEETH],[Event: YOUR CHILD'S TEETH],Event,,,,,[Event: YOUR CHILD'S TEETH],
[Event: POOR FEEDING],[Event: POOR FEEDING],Event,,,,,[Event: POOR FEEDING],
[Event: talk to doctor],[Event: talk to doctor],Event,,,,,[Event: talk to doctor],
[Event: teething],[Event: teething],Event,,,,,[Event: teething],
[Event: poor feeding],[Event: poor feeding],Event,,,,,[Event: poor feeding],
[Event: in spite of slow weight gain],[Event: in spite of slow weight gain],Event,,,,,[Event: in spite of slow weight gain],
[Event: when child is older than a year],[Event: when child is older than a year],Event,,,,,[Event: when child is older than a year],
[Event: child seems to be generally healthy],[Event: child seems to be generally healthy],Event,,,,,[Event: child seems to be generally healthy],
[Event: ask about birth weight],[Event: ask about birth weight],Event,,,,,[Event: ask about birth weight],
[Event: determine if child is small for gestational age],[Event: determine if child is small for gestational age],Event,,,,,[Event: determine if child is small for gestational age],
[Event: abdominal pain],[Event: abdominal pain],Event,,,,,[Event: abdominal pain],
[Event: appendicitis],[Event: appendicitis],Event,,,,,[Event: appendicitis],
[Event: overeating],[Event: overeating],Event,,,,,[Event: overeating],
[Event: indigestion],[Event: indigestion],Event,,,,,[Event: indigestion],
[Event: watery bowel movements/vomiting],[Event: watery bowel movements/vomiting],Event,,,,,[Event: watery bowel movements/vomiting],
[Event: doctor about child's health],[Event: doctor about child's health],Event,,,,,[Event: doctor about child's health],
[Event: child's visit],[Event: child's visit],Event,,,,,[Event: child's visit],
[Event: newborn in delivery room],[Event: newborn in delivery room],Event,,,,,[Event: newborn in delivery room],
[Event: vaccinations during childhood],[Event: vaccinations during childhood],Event,,,,,[Event: vaccinations during childhood],
[Event: well-child visits],[Event: well-child visits],Event,,,,,[Event: well-child visits],
[Event: crawling],[Event: crawling],Event,,,,,[Event: crawling],
[Event: child crawling],[Event: child crawling],Event,,,,,[Event: child crawling],
[Event: reading to child],[Event: reading to child],Event,,,,,[Event: reading to child],
[Event: not enough tummy time],[Event: not enough tummy time],Event,,,,,[Event: not enough tummy time],
[Event: delayed crawling],[Event: delayed crawling],Event,,,,,[Event: delayed crawling],
[Event: insufficient supervision],[Event: insufficient supervision],Event,,,,,[Event: insufficient supervision],
[Event: injury during crawling],[Event: injury during crawling],Event,,,,,[Event: injury during crawling],
[Event: lungs to expand],[Event: lungs to expand],Event,,,,,[Event: lungs to expand],
[Event: a baby's first breath],[Event: a baby's first breath],Event,,,,,[Event: a baby's first breath],
[Event: prolonged lack of oxygen in the blood],[Event: prolonged lack of oxygen in the blood],Event,,,,,[Event: prolonged lack of oxygen in the blood],
[Event: permanent damage to brain or lungs],[Event: permanent damage to brain or lungs],Event,,,,,[Event: permanent damage to brain or lungs],
[Event: increasing difficulty breathing],[Event: increasing difficulty breathing],Event,,,,,[Event: increasing difficulty breathing],
