:START_ID,:END_ID,:TYPE,relation,confidence,segment_id,doc_id
glaucoma,blindness,CAUSE,cause,1,374,
glaucoma,permanent damage,CAUSES,causes,1,375,
gluten-containing foods,diet,SHOULD_BE_AVOIDED,should be avoided,1,265,
gonorrhea,mild fever,HAS_SYMPTOM,has symptom,1,147,
gonorrhea,burning or pain during urination,HAS_SYMPTOM,has symptom,1,147,
gonorrhea,cloudy discharge from the vagina,HAS_SYMPTOM,has symptom,1,147,
gonorrhea,discomfort or pain in the lower abdomen,HAS_SYMPTOM,has symptom,1,147,
gonorrhea,abnormal bleeding from the vagina,HAS_SYMPTOM,has symptom,1,147,
gonorrhea,Pelvic Inflammatory Disease,CAUSE,cause,1,306,
grand mal seizures,entire brain,AFFECTS,affects,1,231,
grief,an essential process,IS,is,1,176,
guided imagery,techniques,USES,uses,1,39,
gums,[Event: scaling],BLEED,bleed,1,401,
hands,shoulders,ALIGNS,aligns,1,4,
head injury,[Event: cerebral palsy],CAN_CAUSE,can cause,1,117,
healthcare provider,[Event: pressure application],ADMINISTERS,administers,1,61,
heart abnormality,birth defect,IS_THE_MOST_COMMON_TYPE_OF,is the most common type of,1,109,
heart disease,stress,TRIGGERED_OR_WORSENED_BY,triggered or worsened by,1,5,
heart disease,getting too little exercise,CAUSES_BY,causes by,1,178,
heart disease,eating too much and too many of the wrong kinds of foods,CAUSES_BY,causes by,1,178,
heart disease,weighing more than we should,CAUSES_BY,causes by,1,178,
heart disease,smoking,INCREASES_RISK,increases risk,1,178,
heart muscle,cardiomyopathy,IS_DISEASED_BY,is diseased by,1,194,
heart muscle,"100,000 times a day",CONTRACTS_RHYTHMICALLY_ABOUT,contracts rhythmically about,1,194,
heart of a fetus,[Event: the third month of pregnancy],IS_FULLY_DEVELOPED_BY,is fully developed by,1,109,
heart rate,orgasm,REACH_THEIR_HIGHEST_LEVELS_DURING,reach their highest levels during,1,141,
heart valve disease,rheumatic fever,CAUSED_BY,caused by,1,164,
hemochromatosis,osteoarthritis,TREATS,treats,1,343,
hemochromatosis,joint pain,CAUSES,causes,1,343,
hemochromatosis,fatigue,CAUSES,causes,1,343,
hemochromatosis,lack of energy,CAUSES,causes,1,343,
hemochromatosis,abdominal pain,CAUSES,causes,1,343,
hemochromatosis,loss of sex drive,CAUSES,causes,1,343,
hemochromatosis,heart problems,CAUSES,causes,1,343,
hepatitis B,infection,INDICATE,indicate,1,274,
high chair,standards,MEETS,meets,1,27,
high cholesterol level,macular degeneration,RISK_FACTOR,risk factor,1,376,
high end of target heart rate range,144 beats per minute,IS,is,1,21,
high-fiber foods,constipation,PREVENTS,prevents,1,91,
hopelessness,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
hormonal fluctuations,the breasts a little larger and tender,MAKE,make,1,299,
hormone levels,menstrual cycle,RISE_AND_FALL,rise and fall,1,298,
hormones,body's production of androgens,RETURN_TO_NORMAL,return to normal,1,342,
hospitals,people who are acutely ill,ARE_BETTER_EQUIPPED_TO_TREAT,are better equipped to treat,1,174,
household cleaners,poisoning,CAUSE,cause,1,26,
human insulin,bacteria or yeast,PRODUCED_IN,produced in,1,314,
human papillomavirus,cancer of the vulva,CAUSE,cause,1,310,
hydrocephalus,disproportion,CAUSES,causes,1,171,
hydrocortisone,pain relievers,CONTAINS,contains,1,269,
hygienist,[Event: the teeth],SCALE,scale,1,401,
hyperparathyroidism,muscle aches,CAN_INCLUDE,can include,1,320,
hyperparathyroidism,muscle weakness,CAN_INCLUDE,can include,1,320,
hyperparathyroidism,frequent urination,CAN_INCLUDE,can include,1,320,
hyperparathyroidism,drowsiness,ARE,are,1,320,
hyperparathyroidism,fatigue,ARE,are,1,320,
hyperparathyroidism,depression,ARE,are,1,320,
hyperparathyroidism,confusion,ARE,are,1,320,
hyperparathyroidism,seizures,ARE,are,1,320,
hyperparathyroidism,nausea and vomiting,CAN_ALSO_BE,can also be,1,320,
hyperparathyroidism,abdominal pain,CAN_ALSO_BE,can also be,1,320,
hyperparathyroidism,flatulence,CAN_ALSO_BE,can also be,1,320,
hyperparathyroidism,constipation,CAN_ALSO_BE,can also be,1,320,
hyperthyroidism,excessive sweating,MAY_CAUSE,may cause,1,79,
hypnosis,medical profession,ACCEPTED_BY,accepted by,1,39,
hypopituitarism,hypothyroidism,INCLUDE,include,1,312,
hypopituitarism,Addison's disease,INCLUDE,include,1,312,
hypopituitarism,infertility,INCLUDE,include,1,312,
hypopituitarism,absence of menstrual periods,INCLUDE,include,1,312,
hypopituitarism,short stature,INCLUDE,include,1,312,
hypoplastic left heart syndrome,weak,"MAY_LOOK_HEALTHY_AT_FIRST,_BUT_SOON_BECOMES_WEAK_AND_SHORT_OF_BREATH,_HAS_DIFFICULTY_FEEDING,_AND_MAY_TURN_VERY_PALE_OR_BLUE","may look healthy at first, but soon becomes weak and short of breath, has difficulty feeding, and may turn very pale or blue",1,112,
hypothalamus,[Event: the adrenal glands to produce these hormones],STIMULATES,stimulates,1,317,
hypothyroidism,diagnostic tests,CHECK_FOR_AN_UNDERLYING_DISORDER,check for an underlying disorder,1,296,
hysterectomy,infertility,CAUSES,causes,1,157,
hysteroscope,[Event: procedure to open a blocked fallopian tube],INSERTED_THROUGH,inserted through,1,155,
ibuprofen,pain and inflammation,RELIEVES,relieves,1,289,
ileostomy,colectomy,IS_A_TYPE_OF,is a type of,1,268,
implant,anesthetic,USING,using,1,392,
implant,type of implant,DEPENDING_ON,depending on,1,392,
infants,[Event: tetanus during their first year of life],ARE_IMMUNIZED_AGAINST,are immunized against,1,332,
infants,[Event: congenital toxoplasmosis symptoms],DEVELOP,develop,1,334,
infants whose mothers have diabetes,Respiratory Distress Syndrome,ARE_MORE_LIKELY_TO_HAVE,are more likely to have,1,106,
infected person,[Event: measles],CONTRACTS,contracts,1,129,
infection of the brain,[Event: cerebral palsy],CAN_CAUSE,can cause,1,117,
infections,hearing loss,CAUSE,cause,1,366,
infectious diseases,depression,SOMETIMES_FOLLOWED_BY,sometimes followed by,1,83,
infertility specialist,[Event: health history],ASK,ask,1,154,
inflammation of the prostate,fertility,AFFECTING,affecting,1,154,
information,reproductive health,PROTECT,protect,1,295,
inhaler,asthma attack,HELPS_PREVENT,helps prevent,1,213,
injections,[Event: an erection that begins about 5 to 15 minutes after the injection and lasts from 30 minutes to 2 hours],PRODUCE,produce,1,150,
insulin,people,ENABLE,enable,1,315,
insulin,insulin,GO_WITHOUT,go without,1,315,
intestinal obstruction,ileus,RESULT_IN,result in,1,262,
iron,anemia,TREATS,treats,1,163,
iron,the bone marrow,IS_STORED_IN_THE_BODY_AND_USED_TO_PRODUCE_HEMOGLOBIN_IN_NEW_RED_BLOOD_CELLS,is stored in the body and used to produce hemoglobin in new red blood cells,1,200,
keys,remembering what they are for,ARE_FOR,are for,1,6,
kidney,evaluate,FUNCTION,function,1,125,
kidney,small or enlarged,MAY_BE,may be,1,126,
kidney,surgery to remove it,DOES_NOT_HEAL_ON_ITS_OWN_AFTER_A_PERIOD_OF_BED_REST,does not heal on its own after a period of bed rest,1,282,
kidney,[Event: surgery to remove it],DOES_NOT_HEAL_ON_ITS_OWN_AFTER_A_PERIOD_OF_BED_REST,does not heal on its own after a period of bed rest,1,282,
kidney stone,[Event: passes from the body in urine],DISINTEGRATES_INTO_POWDER,disintegrates into powder,1,285,
kidneys,the urinary tract,CONSIST_OF,consist of,1,124,
kidneys,major tears and injuries,ARE_ABLE_TO_HEAL_THEMSELVES_FROM,are able to heal themselves from,1,282,
kidneys,[Event: congestive heart failure],REDUCES_BLOOD_FLOW_THROUGH,reduces blood flow through,1,318,
knee,RHEUMATOID ARTHRITIS,MAY_HAVE,may have,1,94,
knee,joint infection,MAY_HAVE,may have,1,94,
lack of experience,injuries,CONTRIBUTES_TO,contributes to,1,29,
large intestine,disorders,AFFECT,affect,1,261,
large saccular or fusiform aneurysm,[Event: in the abdominal aorta],IS_OFTEN_VISIBLE_AS_A_PULSATING,is often visible as a pulsating,1,196,
laxatives,constipation,TREATS,treats,1,91,
"lean red meat, green leafy vegetables, and whole-grain products",the small amount of iron that is normally lost from the body,REPLACE,replace,1,200,
left ventricle,body tissues,PUMPS_BLOOD_THROUGH_THE_AORTA,pumps blood through the aorta,1,193,
leukemia cells,healthy white blood cells,CROWD_OUT,crowd out,1,206,
leukemia cells,ability of the marrow to produce healthy new blood cells,INTERFERE_WITH,interfere with,1,206,
leukemia cells,[Event: leukemia spread],OVERFLOW_INTO_THE_BLOODSTREAM,overflow into the bloodstream,1,206,
life preserver,children from water accidents,PROTECTS,protects,1,33,
ligaments,bones,HOLD,hold,1,349,
light,bulbs,USE,use,1,74,
light,hydrocele,PASSES_THROUGH,passes through,1,290,
light,hematoccele,DOES_NOT_PASS_THROUGH,does not pass through,1,290,
light,varicocele,DOES_NOT_PASS_THROUGH,does not pass through,1,290,
light,retina,FOCUSES_DIRECTLY_ON_THE_RETINA,focuses directly on the retina,1,369,
light therapy,SAD,TREATS,treats,1,244,
liposuction,excess fat and tissue,USES,uses,1,395,
liposuction,[Event: surgery procedures],COMBINED_WITH,combined with,1,395,
liver,[Event: blood cholesterol],MAKES,makes,1,17,
liver,body's chemical factory,IS,is,1,272,
liver,"nutrients including fats, vitamins, sugars, and iron",STORES,stores,1,272,
local anesthetic,surgical incision,USED_FOR,used for,1,170,
local anesthetic,liposuction,USED,used,1,396,
long-term exposure to sunlight,macular degeneration,RISK_FACTOR,risk factor,1,376,
love,secure child,TREATS,treats,1,34,
low end of target heart rate range,90 beats per minute,IS,is,1,21,
lubricating ointments,severe cases of dry eye,PRESCRIBE,prescribe,1,372,
lump,pain,CAUSES,causes,1,301,
lungs,circulatory system,PART_OF,part of,1,41,
lungs,recipient,TRANSPLANTED,transplanted,1,220,
lymph nodes,the body's immune response,PLAY_A_MAJOR_ROLE_IN,play a major role in,1,321,
lymph nodes,[Event: swollen and painful],BECOME,become,1,388,
lymph nodes in abdomen,[Event: during surgery],REMOVED,removed,1,278,
lymphocytes,[Event: cancer development],MULTIPLY_AND_STAY_ALIVE_LONGER_THAN_THEY_SHOULD,multiply and stay alive longer than they should,1,206,
lymphocytes,infection-fighting white blood cells,CONTAIN,contain,1,321,
machine,[Event: shock wave],GENERATES,generates,1,285,
male urethra,10 inches long,IS_ABOUT,is about,1,280,
man or his partner,[Event: inject a small amount of medication directly into the side of the penis],USES,uses,1,150,
maximum target heart rate,180 beats per minute,IS,is,1,21,
medications,health risks,TREATS,treats,1,51,
medications,needs,TREATS,treats,1,69,
medications,[Event: indefinite treatment],REQUIRE,require,1,242,
medications,ileus,CAUSE,cause,1,262,
medications,[Event: ileus],CAUSE,cause,1,262,
medications,solution containing anticancer medications or an immune system stimulator,DELIVER,deliver,1,284,
medications,[Event: allergic reaction],TRIGGER,trigger,1,324,
medications that slow the heart's electrical impulses,arrhythmias,TREATS,treats,1,188,
meditation,techniques,USES,uses,1,39,
melancholy,depression,IS_A_SYMPTOM_OF,is a symptom of,1,241,
melanomas,$rac{1}{4}$ inch in diameter,ARE_USUALLY_LARGER_THAN,are usually larger than,1,386,
memantine,moderate to severe Alzheimer's disease,TREATS,treats,1,233,
memantine,[Event: treating people with moderate to severe Alzheimer's disease],SLOW_DOWN_THE_DECLINE_OF_THINKING_SKILLS_AND_ABILITY_TO_PERFORM_DAILY_ACTIVITIES,slow down the decline of thinking skills and ability to perform daily activities,1,233,
men,women,ARE_MORE_LIKELY_TO_HAVE_SYMPTOMS_THAN,are more likely to have symptoms than,1,146,
men,hair transplantation and scalp surgery,ARE_MORE_LIKELY_TO_UNDERGO,are more likely to undergo,1,397,
methadone,heroin,SUBSTITUTES,substitutes,1,254,
mild soap,bathing,IS_USED_IN,is used in,1,70,
mind-body therapies,[Event: health benefits],PROVIDE,provide,1,39,
minoxidil,baldness,TREATS,treats,1,389,
monoclonal antibodies,bronchiolitis,TREATS,treats,1,122,
most people,[Event: characteristic rash],DEVELOP,develop,1,335,
mother,[Event: second stage],HAVING_A_CONTRACTION,having a contraction,1,169,
multiple sclerosis,ileus,INCREASE_RISK_OF,increase risk of,1,262,
multiple sclerosis,damage to the muscles or nerves,CAUSES,causes,1,270,
muscular dystrophy,blood test,HAS,has,1,348,
muscular dystrophy,electromyography,HAS,has,1,348,
muscular dystrophy,biopsy,HAS,has,1,348,
muscular dystrophy,genetic testing,HAS,has,1,348,
mutations,pituitary tumors,RESULT_FROM,result from,1,311,
naproxen,pain and inflammation,RELIEVES,relieves,1,289,
nauseated,pregnancy,FEELING,feeling,1,161,
nearby unbroken ribs and chest muscles,broken rib,HOLD_IN_PLACE,hold in place,1,353,
nearsightedness,macular degeneration,RISK_FACTOR,risk factor,1,376,
needle,abdomen,IS_INSERTED_THROUGH,is inserted through,1,160,
neural tube defects,chromosome abnormalities,SUCH_AS,such as,1,158,
newborn,breathing,HAS_DIFFICULTY_BREATHING,has difficulty breathing,1,112,
newborn,[Event: treatment],WILL_BECOME_CRITICALLY_ILL_AND_DIE_UNLESS_HE_OR_SHE_IS_GIVEN_IMMEDIATE_CARE,will become critically ill and die unless he or she is given immediate care,1,112,
night-lights,pathways,PLACE,place,1,74,
noncancerous tumor,on the visible portion of the ear,MAY_DEVELOP_AS_A_PAINLESS_LUMP,may develop as a painless lump,1,368,
nonprescription combination medications,analgesic nephropathy,CAUSE,cause,1,286,
nonsteroidal anti-inflammatory drug,tenosynovitis,TREATS,treats,1,352,
nuclei of hydrogen atoms,[Event: MRI scan],ARE_ARRANGED_IN_A_PRECISE_PATTERN,are arranged in a precise pattern,1,44,
"numbness, tingling, or weakness",arm,BECOME_AWARE_OF,become aware of,1,361,
nurses,[Event: newborn in delivery room],EXAMINE,examine,1,103,
oatmeal soaps or bath preparations and warm compresses,relieve itching,HELPS,helps,1,130,
obstructive sleep apnea,"an overly relaxed or sagging base of the tongue, uvula",CAUSED_BY,caused by,1,210,
older people,[Event: Torn Knee Cartilage and Torn Knee Ligament],EXPERIENCES,experiences,1,350,
older people,"[Event: pain in the knee, swollen or may grind, buckle, lock, or pop]",EXPERIENCES,experiences,1,350,
older people,"[Event: swelling, pain, and limited movement in the knee]",EXPERIENCES,experiences,1,350,
older person,[Event: managing medications],PARTICIPATES_IN,participates in,1,51,
ophthalmologist,[Event: eye examinations],PERFORM,perform,1,377,
ophthalmologist,[Event: eye examination],PERFORM,perform,1,380,
ophthalmologist,[Event: tests to determine the cause],ORDER,order,1,380,
oral antibiotic,infected rash,PRESCRIBED_FOR,prescribed for,1,130,
oral contraceptives,hormonal changes,CAUSE,cause,1,97,
oral health,regular examinations,CHECK,check,1,399,
oral medications,allergic reactions,LESS_LIKELY_TO_CAUSE,less likely to cause,1,324,
osteochondromas,primary bone tumors,NONCANCEROUS_BONE_TUMOR,noncancerous bone tumor,1,356,
osteoma,in the ear canal,IS_A_HARD_GROWTH_OF_BONY_TISSUE,is a hard growth of bony tissue,1,368,
osteomas,primary bone tumors,NONCANCEROUS_BONE_TUMOR,noncancerous bone tumor,1,356,
osteomas,in most people,DON'T_CAUSE_ANY_SYMPTOMS,don't cause any symptoms,1,368,
otolaryngologist,[Event: with a lighted viewing instrument called an otoscope],EXAMINE,examine,1,367,
otolaryngologist,[Event: a hearing test],PERFORM,perform,1,367,
outer ear,pinna,HAS_PART,has part,1,362,
outer ear,ear canal,HAS_PART,has part,1,362,
ovaries,eggs,CONTAIN,contain,1,42,
overweight,heart disease,INCREASES,increases,1,22,
overweight,high blood pressure,INCREASES,increases,1,22,
overweight,type 2 diabetes,INCREASES,increases,1,22,
overweight,some types of cancer,INCREASES,increases,1,22,
overweight,sweating,CAUSES,causes,1,79,
pain,infected gangrene,IS_THE_MAIN_SYMPTOM_OF,is the main symptom of,1,197,
pain,muscle strain,CAUSED_BY,caused by,1,351,
pain reliever,burn,TREATS,treats,1,62,
pain relievers,oxycodone,ARE,are,1,252,
pain relievers,hydrocodone,ARE,are,1,252,
pain-relief,pain,TREATS,treats,1,302,
palliative care,in a nursing facility or hospital,IS_BEST_PROVIDED_AT_HOME,is best provided at home,1,174,
pancreatitis,ileus,RESULT_IN,result in,1,262,
parent,[Event: stop properly],TEACH,teach,1,28,
parent,[Event: child's internet activity],MONITORS,monitors,1,30,
parent,[Event: child around water],SUPERVISES,supervises,1,33,
parent,[Event: child wears life jacket],MAKES_SURE,makes sure,1,33,
parent,[Event: feeding baby],FEED,feed,1,98,
parent,[Event: YOUR CHILD'S TEETH],SEE,see,1,99,
parent,[Event: POOR FEEDING],SEE,see,1,99,
parent,child,IS_SMALLER_THAN_AVERAGE,is smaller than average,1,100,
parent,child,INHERIT,inherit,1,338,
parent,[Event: when child is older than a year],WAS_ASKED_IF_THEY_ARE_SMALLER_THAN_AVERAGE,was asked if they are smaller than average,1,100,
parent,[Event: doctor about child's health],TALKS_WITH,talks with,1,103,
parent,[Event: child crawling],SUPERVISES,supervises,1,105,
parent,[Event: examination],TAKE_TO_DENTIST,take to dentist,1,403,
parents,[Event: safety guidelines],TEACH,teach,1,29,
parents,[Event: fireworks and children],KEEP_OUT_OF_HOME,keep out of home,1,32,
parents,[Event: quitting smoking],ENCOURAGE_TO_STOP,encourage to stop,1,137,
parotid glands,above each angle of the jaw,LOCATED,located,1,255,
part of liver near gallbladder,[Event: during surgery],REMOVED,removed,1,278,
partial seizures,specific area of the brain,AFFECTS,affects,1,231,
partners,[Event: sex therapy],PERFORM_EXERCISES_AT_HOME,perform exercises at home,1,151,
patients,[Event: surgery],UNDERGO,undergo,1,9,
patients,[Event: surgery],UNDERGO,undergo,1,373,
patients,[Event: endoscopic procedure],PARTICIPATE_IN,participate in,1,264,
penicillamine,Wilson's disease,TREATS,treats,1,276,
penicillin,allergic reactions,CAUSE,cause,1,324,
penicillin and similar antibiotics,[Event: allergic reactions],MOST_OFTEN_CAUSE,most often cause,1,324,
people,[Event: a preset weight range],INHERIT,inherit,1,22,
people,[Event: their weight down near the lower end of their inherited weight range],KEEP,keep,1,22,
people,[Event: antidepressant medication],BENEFIT_FROM,benefit from,1,245,
people,[Event: disease],ARE_NOT_NECESSARILY_DESTINED_TO_DEVELOP,are not necessarily destined to develop,1,339,
people who have a family history of baldness,[Event: hair loss],ARE_MORE_LIKELY_TO_EXPERIENCE,are more likely to experience,1,397,
people who have insomnia,[Event: insufficient sleep or poor-quality sleep],GET,get,1,239,
people who have insomnia,[Event: difficulty falling asleep],EXPERIENCE,experience,1,239,
people who have insomnia,[Event: wake up too early in the morning],WAKE_UP_OFTEN_AND_CANNOT_FALL_BACK_ASLEEP,wake up often and cannot fall back asleep,1,239,
people who have tissue valves,[Event: anticoagulants],OFTEN_DO_NOT_NEED_TO_TAKE,often do not need to take,1,192,
people who take several analgesic pills every day for several years,[Event: analgesic nephropathy],ARE_AT_RISK_OF_DEVELOPING,are at risk of developing,1,286,
people with NF1,[Event: tumors begin to grow around nerves throughout the body during adolescence],BEGIN_TO_GROW,begin to grow,1,346,
people with a family history of macular degeneration,[Event: develop the disease],ARE_MORE_LIKELY_TO_DEVELOP_THE_DISEASE,are more likely to develop the disease,1,376,
people with bulimia,[Event: self-induced vomiting],TYPICALLY_PURGE_THEIR_BODY_OF_FOOD,typically purge their body of food,1,247,
people with bulimia,[Event: eating],USUALLY_DO_AFTER_THEY_EAT,usually do after they eat,1,247,
people without liver disease,[Event: acetaminophen if they drink alcohol regularly],SHOULD_AVOID_TAKING,should avoid taking,1,273,
peptic ulcer,pyloric stenosis,CAUSES,causes,1,260,
peptic ulcer,ileus,RESULT_IN,result in,1,262,
peritonitis,ileus,RESULT_IN,result in,1,262,
person,[Event: symptoms],EXPERIENCES,experiences,1,13,
person,[Event: treatment],PARTICIPATES_IN,participates in,1,13,
person,violent,IS,is,1,31,
person,alcohol,ABUSES,abuses,1,31,
person,drugs,ABUSES,abuses,1,31,
person,depressed,IS,is,1,31,
person,[Event: gun-related injuries],DIES,dies,1,31,
person,[Event: choking],EXPERIENCES,experiences,1,59,
person,[Event: Heimlich maneuver],PERFORMS,performs,1,59,
person,[Event: over-the-counter pain reliever],GIVES,gives,1,62,
person,[Event: with a clean blanket],COVERS,covers,1,62,
person,[Event: frequent sips of cool water],GIVES,gives,1,62,
person,[Event: rolling the tooth around in mouth],PARTICIPATES_IN,participates in,1,67,
person,[Event: rinsing the tooth in cool water],PARTICIPATES_IN,participates in,1,67,
person,[Event: placing the tooth back in socket],PARTICIPATES_IN,participates in,1,67,
person,[Event: getting to a dentist],PARTICIPATES_IN,participates in,1,67,
person,extremely ill,IS,is,1,70,
person,[Event: sponge bath],GIVES,gives,1,70,
person,weakness,HAS,has,1,73,
person,dizzy,FEELS,feels,1,73,
person,[Event: getting out of bed],PARTICIPATES_IN,participates in,1,73,
person,[Event: stand up],TRIES_TO,tries to,1,73,
person,[Event: a few steps],TAKES,takes,1,73,
person,[Event: airborne droplets],INHALES,inhales,1,129,
person,[Event: airborne droplets],COUGHS,coughs,1,129,
person,[Event: airborne droplets],SNEEZES,sneezes,1,129,
person,[Event: gun],HAS_ACCESS_TO,has access to,1,139,
person,[Event: death],COME_TO_TERMS_WITH,come to terms with,1,173,
person,[Event: with diagnostic tests],WILL_BE_EVALUATED,will be evaluated,1,228,
person,[Event: symptoms of encephalitis],HAVE,have,1,235,
person,[Event: depression],EXPERIENCES,experiences,1,241,
person,[Event: depression],HAS_DIFFICULTY_CONCENTRATING,has difficulty concentrating,1,241,
person,[Event: agitation],SHOWS_SIGNS_OF,shows signs of,1,241,
person,[Event: description of symptoms],DESCRIPTION,description,1,326,
person,[Event: genes for hemochromatosis from birth],HAS,has,1,343,
person,[Event: chronic emphysema],DEVELOPS,develops,1,345,
person,[Event: new sport or activity],START,start,1,349,
person,[Event: injury from exercising without warming up],CONTRIBUTE,contribute,1,349,
person,focusing disorder,HAS_A_FOCUSING_DISORDER,has a focusing disorder,1,369,
person,[Event: examination for missing teeth],SEE_DENTIST,see dentist,1,403,
person being examined,[Event: MRI scan],IS_PLACED_INSIDE_A_POWERFUL_MAGNET,is placed inside a powerful magnet,1,44,
person with delusional disorder,[Event: treatment],SEEK,seek,1,249,
person with dysgraphia,"[spelling, holding a writing instrument, or forming letters or words on a page]",MAY_HAVE_DIFFICULTY,may have difficulty,1,120,
person with epilepsy,[Event: seizures],EXPERIENCE,experience,1,231,
person with restless legs syndrome,[Event: periodic involuntary jerking in his or her legs or arms while asleep],HAVE,have,1,240,
personality disorder,odd or eccentric behavior,CHARACTERIZED_BY,characterized by,1,246,
personality disorder,[Event: adolescence or early adulthood],USUALLY_FIRST_APPEARS_IN,usually first appears in,1,246,
personality disorder,[Event: adolescence or early adulthood],APPEARS_IN,appears in,1,246,
petit mal seizures,entire brain,AFFECTS,affects,1,231,
phlegm,lungs and airways,CAN_DRY_AND_PLUG_UP,can dry and plug up,1,219,
phlegm,lungs,HELPS_TO_DRAIN_FROM,helps to drain from,1,221,
phlegm or tissue samples,cancerous cells,CONTAINS,contains,1,215,
physical therapist,[Event: exercises],TEACHES,teaches,1,358,
pituitary gland,anterior lobe,USUALLY_DEVELOP_IN,usually develop in,1,311,
placenta,stunted development,RESULT_IN,result in,1,168,
placenta,[Event: intrauterine growth retardation or retarded fetal growth],DOES_NOT_SUPPLY_ENOUGH_NOURISHMENT_TO_THE_FETUS,does not supply enough nourishment to the fetus,1,168,
plaque,heart attack,RUPTURES_AND_CAUSES_A_BLOOD_CLOT,ruptures and causes a blood clot,1,181,
plaque,artery,REMOVING,removing,1,226,
plaque,gingivitis,REMOVES,removes,1,404,
plaque,gum disease,PROMOTES,promotes,1,405,
plaster casts,bone fragments,HOLD_TOGETHER,hold together,1,353,
platelets,bleeding,FOR,for,1,202,
pleura,lungs,SERVES_AS_A_COVER_FOR,serves as a cover for,1,209,
pleural space,fluid,CONTAINS,contains,1,209,
polycythemia vera,recurring headaches,INCLUDE,include,1,208,
polycythemia vera,dizziness,INCLUDE,include,1,208,
polycythemia vera,visual disturbances,INCLUDE,include,1,208,
polycythemia vera,a feeling of fullness in the head,INCLUDE,include,1,208,
polycythemia vera,ruddy complexion,INCLUDE,include,1,208,
polycythemia vera,severe itching,CAUSE,cause,1,208,
polycythemia vera,enlargement of the spleen,CAUSE,cause,1,208,
polycythemia vera,elevated blood pressure,CAUSE,cause,1,208,
polyps,cancerous,CAN_BECOME,can become,1,267,
porcelain laminate,material,IS_MADE_OF,is made of,1,400,
postural drainage position,drain phlegm,USED_TO_HELP,used to help,1,221,
potential donors,[Event: AIDS testing],GET_TESTED_FOR,get tested for,1,202,
prayer,techniques,USES,uses,1,39,
precocious puberty,underlying medical conditions,RESULT_FROM,result from,1,133,
prednisone,Bell's palsy,TREATS,treats,1,236,
pregnant woman,[Event: retarded fetal growth],CAN_ALSO_OCCUR_WHEN,can also occur when,1,168,
pregnant woman,[Event: alcohol consumption],EXPOSED_TO,exposed to,1,251,
pregnant women,[Event: feelings with your doctor],DISCUSS,discuss,1,159,
prenatal care,tests to detect genetic diseases,MAY_INVOLVE,may involve,1,158,
prenatal vitamins,folic acid,HELPS,helps,1,163,
pressure,bleeding,APPLIES,applies,1,61,
preterm infants,Respiratory Distress Syndrome,ARE_AFFECTED_BY,are affected by,1,106,
problem,feet,AFFECT,affect,1,84,
problems,doctor,DETECT,detect,1,295,
professionals,[Event: fireworks displays],PUT_ON,put on,1,32,
progestin,ovulation,INHIBITS,inhibits,1,144,
prolapsed disk,symptoms,MAY_DEVELOP,may develop,1,361,
prostate,block the flow of urine,BECOMES_LARGER,becomes larger,1,291,
prostate gland,bone tumors,CANCER,cancer,1,356,
protruding organs,one of the lungs,PRESSES_ON,presses on,1,116,
psychiatrist,[Event: diagnosis of bipolar disorder],CAN_DIAGNOSE,can diagnose,1,243,
pulmonary embolism,heart failure,CAUSE,cause,1,199,
pulse,weak,IS_WEAK,is weak,1,112,
purpura,rash,TREATS,treats,1,123,
pus,[Event: white head of pus appears on the swelling],APPEAR,appear,1,371,
pyridostigmine,myasthenia gravis,PRESCRIBES,prescribes,1,238,
questions,honest answers,ANSWER,answer,1,136,
radioactive,fetus,AFFECT,affect,1,45,
rash,temperature,HAVE,have,1,84,
rash,exposure to the bacterium,DEVELOPS_FROM,develops from,1,335,
rattlesnake,poisonous snakebites,RESPONSIBLE_FOR,responsible for,1,65,
rattlesnake,[Event: all over the United States],FOUND_IN,found in,1,65,
rattlesnakes,pits,HAVE,have,1,65,
recipient,[Event: heart-lung machine],CONNECTED_TO,connected to,1,220,
red blood cells,anemia,FOR,for,1,202,
red blood cells,prematurely,ARE_DESTROYED,are destroyed,1,203,
regional anesthesia,pain management during delivery of a baby,USED,used,1,396,
registered nurse,expertise,PROVIDES,provides,1,69,
regrets,enjoying life,HARMFUL,harmful,1,25,
rehydration fluid,lost fluids,GIVES,gives,1,337,
relaxation therapy,page 59,DISCUSSED_ON,discussed on,1,39,
researchers,[Event: prevent abnormal immune response],LOOKING_FOR_WAYS_TO_INTERVENE,looking for ways to intervene,1,315,
researchers,[Event: once it develops],LOOKING_FOR_WAYS_TO_CONTROL_OR_REVERSE_DIABETES,looking for ways to control or reverse diabetes,1,315,
researchers,[Event: into people with diabetes],TRANSPLANT_JUST_THE_INSULIN-SECRETING_CELLS,transplant just the insulin-secreting cells,1,315,
respiratory therapist,[Event: clap back and chest],WILL_TEACH_HOW_TO_DO_PROPERLY,will teach how to do properly,1,221,
response time,depression,IS_AFFECTED_BY,is affected by,1,241,
restless legs syndrome,periods of rest or inactivity,WORSEN_DURING,worsen during,1,240,
restless legs syndrome,"involuntary movements of the toes, feet, or legs",APPEAR_AS,appear as,1,240,
retina and the brain,[Event: normal vision],"WORK_TOGETHER_TO_PRODUCE_A_SHARP,_CLEAR_IMAGE","work together to produce a sharp, clear image",1,369,
right side of your heart,lungs,PUMPS_TO,pumps to,1,41,
